Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y
198,214093.24,-4.6623,2.5618,77.74,77.74,0.23,0.23,77.51,77.51,77.74→0.23 (Δ=77.51),77.74→0.23 (Δ=77.51),65.85,253.98
199,214951.5,-4.8397,2.5334,77.19,77.19,0.77,0.77,76.42,76.42,77.19→0.77 (Δ=76.42),77.19→0.77 (Δ=76.42),65.85,253.98
200,215433.4,-4.9398,2.3707,76.28,76.28,1.69,1.69,74.58,74.58,76.28→1.69 (Δ=74.58),76.28→1.69 (Δ=74.58),65.85,253.98
201,215490.97,-5.337,2.1558,76.59,76.59,1.37,1.37,75.22,75.22,76.59→1.37 (Δ=75.22),76.59→1.37 (Δ=75.22),65.85,253.98
202,215159.94,-4.8431,2.1175,76.26,76.26,1.71,1.71,74.55,74.55,76.26→1.71 (Δ=74.55),76.26→1.71 (Δ=74.55),65.85,253.98
203,215184.94,-4.8458,1.8126,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
204,215207.64,-3.6367,1.8598,77.41,77.41,0.55,0.55,76.86,76.86,77.41→0.55 (Δ=76.86),77.41→0.55 (Δ=76.86),65.85,253.98
205,214798.08,-3.3667,1.6201,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
206,213766.82,-3.4639,1.3765,78.95,78.95,0.98,0.98,77.97,77.97,78.95→0.98 (Δ=77.97),78.95→0.98 (Δ=77.97),65.85,253.98
207,213097.49,-2.6556,1.5217,78.78,78.78,0.81,0.81,77.97,77.97,78.78→0.81 (Δ=77.97),78.78→0.81 (Δ=77.97),65.85,253.98
208,212219.36,-2.9124,1.6453,77.65,77.65,0.31,0.31,77.34,77.34,77.65→0.31 (Δ=77.34),77.65→0.31 (Δ=77.34),65.85,253.98
209,212866.77,-2.6676,1.576,79.73,79.73,1.76,1.76,77.97,77.97,79.73→1.76 (Δ=77.97),79.73→1.76 (Δ=77.97),65.85,253.98
210,212456.27,-3.0933,1.929,77.54,77.54,0.43,0.43,77.11,77.11,77.54→0.43 (Δ=77.11),77.54→0.43 (Δ=77.11),65.85,253.98
211,212907.84,-2.4403,2.224,77.27,77.27,0.7,0.7,76.57,76.57,77.27→0.70 (Δ=76.57),77.27→0.70 (Δ=76.57),65.85,253.98
212,212425.25,-3.3661,1.9218,77.81,77.81,0.16,0.16,77.64,77.64,77.81→0.16 (Δ=77.64),77.81→0.16 (Δ=77.64),65.85,253.98
213,213043.13,-3.7869,2.0418,78.51,78.51,0.54,0.54,77.97,77.97,78.51→0.54 (Δ=77.97),78.51→0.54 (Δ=77.97),65.85,253.98
214,212822.52,-4.4076,2.0152,78.07,78.07,0.1,0.1,77.97,77.97,78.07→0.10 (Δ=77.97),78.07→0.10 (Δ=77.97),65.85,253.98
215,213550.89,-4.413,1.9256,75.96,75.96,2.01,2.01,73.95,73.95,75.96→2.01 (Δ=73.95),75.96→2.01 (Δ=73.95),65.85,253.98
216,213718.48,-3.9871,1.5652,77.72,77.72,0.25,0.25,77.47,77.47,77.72→0.25 (Δ=77.47),77.72→0.25 (Δ=77.47),65.85,253.98
217,214148.49,-4.5071,2.1017,79.85,79.85,1.88,1.88,77.97,77.97,79.85→1.88 (Δ=77.97),79.85→1.88 (Δ=77.97),65.85,253.98
218,213832.13,-4.1593,1.7507,77.59,77.59,0.38,0.38,77.21,77.21,77.59→0.38 (Δ=77.21),77.59→0.38 (Δ=77.21),65.85,253.98
219,213913.75,-3.9237,2.0494,78.81,78.81,0.84,0.84,77.97,77.97,78.81→0.84 (Δ=77.97),78.81→0.84 (Δ=77.97),65.85,253.98
220,214305.54,-3.6753,1.5683,78.82,78.82,0.85,0.85,77.97,77.97,78.82→0.85 (Δ=77.97),78.82→0.85 (Δ=77.97),65.85,253.98
221,214817.38,-3.6268,2.1408,78.44,78.44,0.48,0.48,77.97,77.97,78.44→0.48 (Δ=77.97),78.44→0.48 (Δ=77.97),65.85,253.98
222,214691.12,-4.2304,2.2769,79.85,79.85,1.88,1.88,77.97,77.97,79.85→1.88 (Δ=77.97),79.85→1.88 (Δ=77.97),65.85,253.98
223,215350.82,-4.7332,2.5579,78.77,78.77,0.8,0.8,77.97,77.97,78.77→0.80 (Δ=77.97),78.77→0.80 (Δ=77.97),65.85,253.98
224,214953.5,-4.7045,2.3682,79.64,79.64,1.67,1.67,77.97,77.97,79.64→1.67 (Δ=77.97),79.64→1.67 (Δ=77.97),65.85,253.98
225,215281.23,-5.5595,2.8705,78.21,78.21,0.24,0.24,77.97,77.97,78.21→0.24 (Δ=77.97),78.21→0.24 (Δ=77.97),65.85,253.98
226,216242.94,-5.9695,2.6022,77.5,77.5,0.47,0.47,77.03,77.03,77.50→0.47 (Δ=77.03),77.50→0.47 (Δ=77.03),65.85,253.98
227,216041.09,-6.0498,2.4385,77.77,77.77,0.2,0.2,77.56,77.56,77.77→0.20 (Δ=77.56),77.77→0.20 (Δ=77.56),65.85,253.98
228,217028.48,-6.532,2.5228,78.54,78.54,0.57,0.57,77.97,77.97,78.54→0.57 (Δ=77.97),78.54→0.57 (Δ=77.97),65.85,253.98
229,216725.66,-6.0205,2.4915,77.59,77.59,0.38,0.38,77.21,77.21,77.59→0.38 (Δ=77.21),77.59→0.38 (Δ=77.21),65.85,253.98
230,217713.83,-6.1388,2.3217,78.85,78.85,0.88,0.88,77.97,77.97,78.85→0.88 (Δ=77.97),78.85→0.88 (Δ=77.97),65.85,253.98
231,218010.12,-5.5779,2.3684,78.83,78.83,0.87,0.87,77.97,77.97,78.83→0.87 (Δ=77.97),78.83→0.87 (Δ=77.97),65.85,253.98
232,217922.07,-5.6127,2.371,77.88,77.88,0.09,0.09,77.79,77.79,77.88→0.09 (Δ=77.79),77.88→0.09 (Δ=77.79),65.85,253.98
233,218317.74,-5.4083,2.1789,79.4,79.4,1.43,1.43,77.97,77.97,79.40→1.43 (Δ=77.97),79.40→1.43 (Δ=77.97),65.85,253.98
234,217155.38,-5.3778,2.4865,78.29,78.29,0.32,0.32,77.97,77.97,78.29→0.32 (Δ=77.97),78.29→0.32 (Δ=77.97),65.85,253.98
235,217741.18,-5.0227,1.8857,77.8,77.8,0.17,0.17,77.64,77.64,77.80→0.17 (Δ=77.64),77.80→0.17 (Δ=77.64),65.85,253.98
236,217114.42,-4.2615,2.0991,79.27,79.27,1.31,1.31,77.97,77.97,79.27→1.31 (Δ=77.97),79.27→1.31 (Δ=77.97),65.85,253.98
237,216371.01,-3.9874,1.7883,78.01,78.01,0.04,0.04,77.97,77.97,78.01→0.04 (Δ=77.97),78.01→0.04 (Δ=77.97),65.85,253.98
238,215717.79,-3.1834,1.9239,78.1,78.1,0.14,0.14,77.97,77.97,78.10→0.14 (Δ=77.97),78.10→0.14 (Δ=77.97),65.85,253.98
239,215061.77,-3.3194,2.3059,78.02,78.02,0.05,0.05,77.97,77.97,78.02→0.05 (Δ=77.97),78.02→0.05 (Δ=77.97),65.85,253.98
240,214991.08,-3.6382,2.2537,76.33,76.33,1.64,1.64,74.69,74.69,76.33→1.64 (Δ=74.69),76.33→1.64 (Δ=74.69),65.85,253.98
241,214872.26,-3.8398,2.7347,78.37,78.37,0.4,0.4,77.97,77.97,78.37→0.40 (Δ=77.97),78.37→0.40 (Δ=77.97),65.85,253.98
242,215036.74,-4.1947,2.7325,77.41,77.41,0.56,0.56,76.85,76.85,77.41→0.56 (Δ=76.85),77.41→0.56 (Δ=76.85),65.85,253.98
243,215507.05,-4.5734,2.6303,78.83,78.83,0.86,0.86,77.97,77.97,78.83→0.86 (Δ=77.97),78.83→0.86 (Δ=77.97),65.85,253.98
244,215575.68,-4.5322,2.4278,78.46,78.46,0.49,0.49,77.97,77.97,78.46→0.49 (Δ=77.97),78.46→0.49 (Δ=77.97),65.85,253.98
245,215453.93,-4.5003,2.432,78.64,78.64,0.67,0.67,77.97,77.97,78.64→0.67 (Δ=77.97),78.64→0.67 (Δ=77.97),65.85,253.98
246,215483.7,-4.7477,2.4462,78.31,78.31,0.35,0.35,77.97,77.97,78.31→0.35 (Δ=77.97),78.31→0.35 (Δ=77.97),65.85,253.98
247,215621.78,-5.1459,2.4975,78.36,78.36,0.39,0.39,77.97,77.97,78.36→0.39 (Δ=77.97),78.36→0.39 (Δ=77.97),65.85,253.98
248,215512.06,-4.4942,2.8054,78.84,78.84,0.88,0.88,77.97,77.97,78.84→0.88 (Δ=77.97),78.84→0.88 (Δ=77.97),65.85,253.98
249,215253.71,-3.9741,2.4866,76.65,76.65,1.32,1.32,75.33,75.33,76.65→1.32 (Δ=75.33),76.65→1.32 (Δ=75.33),65.85,253.98
250,215151.89,-3.8204,2.2653,78.69,78.69,0.72,0.72,77.97,77.97,78.69→0.72 (Δ=77.97),78.69→0.72 (Δ=77.97),65.85,253.98
251,214431.07,-3.6836,2.4838,77.33,77.33,0.63,0.63,76.7,76.7,77.33→0.63 (Δ=76.70),77.33→0.63 (Δ=76.70),65.85,253.98
252,214456.37,-3.7411,2.3171,78.55,78.55,0.58,0.58,77.97,77.97,78.55→0.58 (Δ=77.97),78.55→0.58 (Δ=77.97),65.85,253.98
253,213986.34,-3.9518,2.8788,78.07,78.07,0.1,0.1,77.97,77.97,78.07→0.10 (Δ=77.97),78.07→0.10 (Δ=77.97),65.85,253.98
254,214324.66,-3.9221,2.9597,79.58,79.58,1.61,1.61,77.97,77.97,79.58→1.61 (Δ=77.97),79.58→1.61 (Δ=77.97),65.85,253.98
255,214076.29,-5.2343,3.4494,77.76,77.76,0.21,0.21,77.55,77.55,77.76→0.21 (Δ=77.55),77.76→0.21 (Δ=77.55),65.85,253.98
256,214520.83,-5.0912,3.4011,76.29,76.29,1.68,1.68,74.61,74.61,76.29→1.68 (Δ=74.61),76.29→1.68 (Δ=74.61),65.85,253.98
257,214654.66,-5.5775,3.1955,78.64,78.64,0.67,0.67,77.97,77.97,78.64→0.67 (Δ=77.97),78.64→0.67 (Δ=77.97),65.85,253.98
258,215387.12,-5.8491,3.0653,76.66,76.66,1.3,1.3,75.36,75.36,76.66→1.30 (Δ=75.36),76.66→1.30 (Δ=75.36),65.85,253.98
259,215648.58,-5.9042,3.117,78.09,78.09,0.12,0.12,77.97,77.97,78.09→0.12 (Δ=77.97),78.09→0.12 (Δ=77.97),65.85,253.98
260,215603.29,-6.0417,2.9817,76.92,76.92,1.05,1.05,75.87,75.87,76.92→1.05 (Δ=75.87),76.92→1.05 (Δ=75.87),65.85,253.98
261,216491.05,-6.0882,2.9924,78.53,78.53,0.56,0.56,77.97,77.97,78.53→0.56 (Δ=77.97),78.53→0.56 (Δ=77.97),65.85,253.98
262,216510.93,-5.9135,3.1302,77.48,77.48,0.48,0.48,77.0,77.0,77.48→0.48 (Δ=77.00),77.48→0.48 (Δ=77.00),65.85,253.98
263,217035.49,-6.0813,2.7143,79.11,79.11,1.15,1.15,77.97,77.97,79.11→1.15 (Δ=77.97),79.11→1.15 (Δ=77.97),65.85,253.98
264,216695.86,-5.192,2.9542,74.64,74.64,3.32,3.32,71.32,71.32,74.64→3.32 (Δ=71.32),74.64→3.32 (Δ=71.32),65.85,253.98
265,216877.08,-5.501,2.864,79.2,79.2,1.24,1.24,77.97,77.97,79.20→1.24 (Δ=77.97),79.20→1.24 (Δ=77.97),65.85,253.98
266,215781.86,-4.8017,2.9244,76.91,76.91,1.05,1.05,75.86,75.86,76.91→1.05 (Δ=75.86),76.91→1.05 (Δ=75.86),65.85,253.98
267,215178.42,-4.497,2.3043,78.18,78.18,0.21,0.21,77.97,77.97,78.18→0.21 (Δ=77.97),78.18→0.21 (Δ=77.97),65.85,253.98
268,215360.91,-4.055,2.1363,78.95,78.95,0.98,0.98,77.97,77.97,78.95→0.98 (Δ=77.97),78.95→0.98 (Δ=77.97),65.85,253.98
269,215038.05,-4.2569,2.4814,76.32,76.32,1.64,1.64,74.68,74.68,76.32→1.64 (Δ=74.68),76.32→1.64 (Δ=74.68),65.85,253.98
270,214713.02,-4.5661,2.5816,78.25,78.25,0.28,0.28,77.97,77.97,78.25→0.28 (Δ=77.97),78.25→0.28 (Δ=77.97),65.85,253.98
271,214906.84,-5.1996,2.4827,79.28,79.28,1.31,1.31,77.97,77.97,79.28→1.31 (Δ=77.97),79.28→1.31 (Δ=77.97),65.85,253.98
272,215577.76,-5.6587,2.6169,77.54,77.54,0.43,0.43,77.1,77.1,77.54→0.43 (Δ=77.10),77.54→0.43 (Δ=77.10),65.85,253.98
273,215717.23,-5.6514,2.5096,78.59,78.59,0.63,0.63,77.97,77.97,78.59→0.63 (Δ=77.97),78.59→0.63 (Δ=77.97),65.85,253.98
274,215774.68,-6.0761,2.6443,77.53,77.53,0.44,0.44,77.09,77.09,77.53→0.44 (Δ=77.09),77.53→0.44 (Δ=77.09),65.85,253.98
275,215964.24,-5.8029,2.3353,78.79,78.79,0.82,0.82,77.97,77.97,78.79→0.82 (Δ=77.97),78.79→0.82 (Δ=77.97),65.85,253.98
276,215836.47,-5.237,2.8548,76.97,76.97,1.0,1.0,75.97,75.97,76.97→1.00 (Δ=75.97),76.97→1.00 (Δ=75.97),65.85,253.98
277,215543.6,-5.4936,2.6697,77.0,77.0,0.97,0.97,76.04,76.04,77.00→0.97 (Δ=76.04),77.00→0.97 (Δ=76.04),65.85,253.98
278,216031.11,-5.0271,2.3424,78.2,78.2,0.23,0.23,77.97,77.97,78.20→0.23 (Δ=77.97),78.20→0.23 (Δ=77.97),65.85,253.98
279,215476.71,-5.1282,2.0873,80.02,80.02,2.05,2.05,77.97,77.97,80.02→2.05 (Δ=77.97),80.02→2.05 (Δ=77.97),65.85,253.98
280,216051.93,-4.3136,2.3485,78.16,78.16,0.19,0.19,77.97,77.97,78.16→0.19 (Δ=77.97),78.16→0.19 (Δ=77.97),65.85,253.98
281,215558.34,-4.1157,2.8587,77.56,77.56,0.4,0.4,77.16,77.16,77.56→0.40 (Δ=77.16),77.56→0.40 (Δ=77.16),65.85,253.98
282,215847.48,-4.9502,2.5043,79.62,79.62,1.66,1.66,77.97,77.97,79.62→1.66 (Δ=77.97),79.62→1.66 (Δ=77.97),65.85,253.98
283,215379.41,-5.3107,2.7399,78.0,78.0,0.03,0.03,77.97,77.97,78.00→0.03 (Δ=77.97),78.00→0.03 (Δ=77.97),65.85,253.98
284,215494.71,-5.7179,3.4411,79.59,79.59,1.62,1.62,77.97,77.97,79.59→1.62 (Δ=77.97),79.59→1.62 (Δ=77.97),65.85,253.98
285,215848.1,-6.2049,3.0739,76.7,76.7,1.27,1.27,75.42,75.42,76.70→1.27 (Δ=75.42),76.70→1.27 (Δ=75.42),65.85,253.98
286,216181.31,-6.2988,3.0922,76.31,76.31,1.65,1.65,74.66,74.66,76.31→1.65 (Δ=74.66),76.31→1.65 (Δ=74.66),65.85,253.98
287,216206.12,-5.4495,3.0505,77.14,77.14,0.83,0.83,76.3,76.3,77.14→0.83 (Δ=76.30),77.14→0.83 (Δ=76.30),65.85,253.98
288,216394.23,-5.9492,3.7724,79.23,79.23,1.26,1.26,77.97,77.97,79.23→1.26 (Δ=77.97),79.23→1.26 (Δ=77.97),65.85,253.98
289,216613.93,-5.9118,3.5558,75.96,75.96,2.01,2.01,73.96,73.96,75.96→2.01 (Δ=73.96),75.96→2.01 (Δ=73.96),65.85,253.98
290,217366.15,-6.2672,3.3125,77.16,77.16,0.81,0.81,76.35,76.35,77.16→0.81 (Δ=76.35),77.16→0.81 (Δ=76.35),65.85,253.98
291,216771.43,-5.5749,3.4994,78.79,78.79,0.82,0.82,77.97,77.97,78.79→0.82 (Δ=77.97),78.79→0.82 (Δ=77.97),65.85,253.98
292,216899.32,-5.5767,3.0289,77.31,77.31,0.66,0.66,76.65,76.65,77.31→0.66 (Δ=76.65),77.31→0.66 (Δ=76.65),65.85,253.98
293,216921.08,-4.8966,3.3051,78.21,78.21,0.24,0.24,77.97,77.97,78.21→0.24 (Δ=77.97),78.21→0.24 (Δ=77.97),65.85,253.98
294,217050.74,-4.6601,3.3446,77.97,77.97,0.0,0.0,77.97,77.97,77.97→0.00 (Δ=77.97),77.97→0.00 (Δ=77.97),65.85,253.98
295,215803.27,-4.101,2.8357,77.28,77.28,0.69,0.69,76.58,76.58,77.28→0.69 (Δ=76.58),77.28→0.69 (Δ=76.58),65.85,253.98
296,215628.4,-3.7221,2.7513,79.08,79.08,1.11,1.11,77.97,77.97,79.08→1.11 (Δ=77.97),79.08→1.11 (Δ=77.97),65.85,253.98
297,214887.4,-3.2998,2.8063,78.6,78.6,0.64,0.64,77.97,77.97,78.60→0.64 (Δ=77.97),78.60→0.64 (Δ=77.97),65.85,253.98
298,214024.71,-3.8085,2.2928,78.58,78.58,0.61,0.61,77.97,77.97,78.58→0.61 (Δ=77.97),78.58→0.61 (Δ=77.97),65.85,253.98
299,214452.36,-2.9503,2.5209,77.76,77.76,0.21,0.21,77.55,77.55,77.76→0.21 (Δ=77.55),77.76→0.21 (Δ=77.55),65.85,253.98
300,213701.81,-4.0061,2.4091,79.13,79.13,1.17,1.17,77.97,77.97,79.13→1.17 (Δ=77.97),79.13→1.17 (Δ=77.97),65.85,253.98
301,213376.29,-3.9944,2.5088,79.0,79.0,1.04,1.04,77.97,77.97,79.00→1.04 (Δ=77.97),79.00→1.04 (Δ=77.97),65.85,253.98
302,214118.44,-4.2751,2.7226,78.1,78.1,0.13,0.13,77.97,77.97,78.10→0.13 (Δ=77.97),78.10→0.13 (Δ=77.97),65.85,253.98
303,214490.66,-5.025,2.8813,77.87,77.87,0.1,0.1,77.77,77.77,77.87→0.10 (Δ=77.77),77.87→0.10 (Δ=77.77),65.85,253.98
304,214708.4,-4.3427,3.0489,77.54,77.54,0.43,0.43,77.1,77.1,77.54→0.43 (Δ=77.10),77.54→0.43 (Δ=77.10),65.85,253.98
305,215431.03,-4.8165,2.7279,75.96,75.96,2.01,2.01,73.96,73.96,75.96→2.01 (Δ=73.96),75.96→2.01 (Δ=73.96),65.85,253.98
306,214824.17,-4.4222,3.099,77.36,77.36,0.61,0.61,76.74,76.74,77.36→0.61 (Δ=76.74),77.36→0.61 (Δ=76.74),65.85,253.98
307,214858.83,-4.8697,3.0323,78.74,78.74,0.77,0.77,77.97,77.97,78.74→0.77 (Δ=77.97),78.74→0.77 (Δ=77.97),65.85,253.98
308,215033.07,-4.3561,2.9648,78.53,78.53,0.56,0.56,77.97,77.97,78.53→0.56 (Δ=77.97),78.53→0.56 (Δ=77.97),65.85,253.98
309,214258.77,-4.3603,3.1054,78.46,78.46,0.49,0.49,77.97,77.97,78.46→0.49 (Δ=77.97),78.46→0.49 (Δ=77.97),65.85,253.98
310,214407.25,-4.1414,2.8776,78.88,78.88,0.91,0.91,77.97,77.97,78.88→0.91 (Δ=77.97),78.88→0.91 (Δ=77.97),65.85,253.98
311,213753.63,-3.6505,3.2176,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
312,213338.31,-3.6403,3.2193,77.57,77.57,0.39,0.39,77.18,77.18,77.57→0.39 (Δ=77.18),77.57→0.39 (Δ=77.18),65.85,253.98
313,213283.61,-3.8041,3.0621,78.29,78.29,0.33,0.33,77.97,77.97,78.29→0.33 (Δ=77.97),78.29→0.33 (Δ=77.97),65.85,253.98
314,213245.84,-4.4682,3.16,78.3,78.3,0.33,0.33,77.97,77.97,78.30→0.33 (Δ=77.97),78.30→0.33 (Δ=77.97),65.85,253.98
315,213147.74,-4.8639,2.9475,78.18,78.18,0.21,0.21,77.97,77.97,78.18→0.21 (Δ=77.97),78.18→0.21 (Δ=77.97),65.85,253.98
316,212992.82,-4.8496,3.4922,76.46,76.46,1.5,1.5,74.96,74.96,76.46→1.50 (Δ=74.96),76.46→1.50 (Δ=74.96),65.85,253.98
317,213560.29,-5.3629,3.5402,78.39,78.39,0.42,0.42,77.97,77.97,78.39→0.42 (Δ=77.97),78.39→0.42 (Δ=77.97),65.85,253.98
318,213674.16,-5.4076,3.6475,76.28,76.28,1.68,1.68,74.6,74.6,76.28→1.68 (Δ=74.60),76.28→1.68 (Δ=74.60),65.85,253.98
319,213028.44,-5.4269,3.9954,76.97,76.97,1.0,1.0,75.97,75.97,76.97→1.00 (Δ=75.97),76.97→1.00 (Δ=75.97),65.85,253.98
320,214391.86,-6.1054,3.8496,77.83,77.83,0.14,0.14,77.69,77.69,77.83→0.14 (Δ=77.69),77.83→0.14 (Δ=77.69),65.85,253.98
321,214661.11,-5.7988,3.8298,77.53,77.53,0.43,0.43,77.1,77.1,77.53→0.43 (Δ=77.10),77.53→0.43 (Δ=77.10),65.85,253.98
322,215059.94,-5.9356,3.9108,78.73,78.73,0.76,0.76,77.97,77.97,78.73→0.76 (Δ=77.97),78.73→0.76 (Δ=77.97),65.85,253.98
323,214766.31,-5.6373,3.7951,78.58,78.58,0.61,0.61,77.97,77.97,78.58→0.61 (Δ=77.97),78.58→0.61 (Δ=77.97),65.85,253.98
324,214435.83,-5.2217,3.673,77.14,77.14,0.83,0.83,76.31,76.31,77.14→0.83 (Δ=76.31),77.14→0.83 (Δ=76.31),65.85,253.98
325,214107.07,-4.8228,3.5364,77.92,77.92,0.05,0.05,77.87,77.87,77.92→0.05 (Δ=77.87),77.92→0.05 (Δ=77.87),65.85,253.98
326,213856.39,-4.6649,3.4626,78.51,78.51,0.55,0.55,77.97,77.97,78.51→0.55 (Δ=77.97),78.51→0.55 (Δ=77.97),65.85,253.98
327,213148.24,-4.6623,3.0852,78.63,78.63,0.66,0.66,77.97,77.97,78.63→0.66 (Δ=77.97),78.63→0.66 (Δ=77.97),65.85,253.98
328,212769.29,-4.1473,3.2364,78.37,78.37,0.41,0.41,77.97,77.97,78.37→0.41 (Δ=77.97),78.37→0.41 (Δ=77.97),65.85,253.98
329,213641.61,-4.5288,3.3727,77.94,77.94,0.03,0.03,77.91,77.91,77.94→0.03 (Δ=77.91),77.94→0.03 (Δ=77.91),65.85,253.98
330,212963.65,-4.5008,2.9728,78.36,78.36,0.39,0.39,77.97,77.97,78.36→0.39 (Δ=77.97),78.36→0.39 (Δ=77.97),65.85,253.98
331,212498.15,-4.3255,3.115,79.86,79.86,1.89,1.89,77.97,77.97,79.86→1.89 (Δ=77.97),79.86→1.89 (Δ=77.97),65.85,253.98
332,212435.83,-5.2829,3.3948,78.69,78.69,0.73,0.73,77.97,77.97,78.69→0.73 (Δ=77.97),78.69→0.73 (Δ=77.97),65.85,253.98
333,212328.13,-5.5879,3.363,78.04,78.04,0.08,0.08,77.97,77.97,78.04→0.08 (Δ=77.97),78.04→0.08 (Δ=77.97),65.85,253.98
334,212338.73,-5.6255,3.5794,78.92,78.92,0.96,0.96,77.97,77.97,78.92→0.96 (Δ=77.97),78.92→0.96 (Δ=77.97),65.85,253.98
335,212009.39,-5.6503,3.9224,78.31,78.31,0.34,0.34,77.97,77.97,78.31→0.34 (Δ=77.97),78.31→0.34 (Δ=77.97),65.85,253.98
336,212958.77,-5.9788,3.7362,78.61,78.61,0.64,0.64,77.97,77.97,78.61→0.64 (Δ=77.97),78.61→0.64 (Δ=77.97),65.85,253.98
337,213389.92,-6.2426,3.6683,77.53,77.53,0.44,0.44,77.09,77.09,77.53→0.44 (Δ=77.09),77.53→0.44 (Δ=77.09),65.85,253.98
338,213077.54,-5.9113,3.6662,78.05,78.05,0.08,0.08,77.97,77.97,78.05→0.08 (Δ=77.97),78.05→0.08 (Δ=77.97),65.85,253.98
339,213017.21,-5.3033,3.7506,79.12,79.12,1.15,1.15,77.97,77.97,79.12→1.15 (Δ=77.97),79.12→1.15 (Δ=77.97),65.85,253.98
340,213065.94,-5.9456,3.835,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
341,212982.96,-5.966,3.7958,77.75,77.75,0.22,0.22,77.53,77.53,77.75→0.22 (Δ=77.53),77.75→0.22 (Δ=77.53),65.85,253.98
342,213101.91,-6.5899,4.2611,78.7,78.7,0.73,0.73,77.97,77.97,78.70→0.73 (Δ=77.97),78.70→0.73 (Δ=77.97),65.85,253.98
343,213305.53,-6.9653,4.4073,78.68,78.68,0.71,0.71,77.97,77.97,78.68→0.71 (Δ=77.97),78.68→0.71 (Δ=77.97),65.85,253.98
344,213408.88,-7.5513,4.6599,78.54,78.54,0.57,0.57,77.97,77.97,78.54→0.57 (Δ=77.97),78.54→0.57 (Δ=77.97),65.85,253.98
345,214050.38,-8.3048,4.8516,77.64,77.64,0.33,0.33,77.31,77.31,77.64→0.33 (Δ=77.31),77.64→0.33 (Δ=77.31),65.85,253.98
346,214672.59,-9.2554,4.9252,77.74,77.74,0.22,0.22,77.52,77.52,77.74→0.22 (Δ=77.52),77.74→0.22 (Δ=77.52),65.85,253.98
347,215073.89,-9.5976,5.1964,77.61,77.61,0.35,0.35,77.26,77.26,77.61→0.35 (Δ=77.26),77.61→0.35 (Δ=77.26),65.85,253.98
348,215685.57,-9.9202,5.3528,77.78,77.78,0.19,0.19,77.59,77.59,77.78→0.19 (Δ=77.59),77.78→0.19 (Δ=77.59),65.85,253.98
349,216165.02,-9.7277,5.3477,76.56,76.56,1.41,1.41,75.15,75.15,76.56→1.41 (Δ=75.15),76.56→1.41 (Δ=75.15),65.85,253.98
350,215996.74,-9.4421,5.0796,77.09,77.09,0.88,0.88,76.21,76.21,77.09→0.88 (Δ=76.21),77.09→0.88 (Δ=76.21),65.85,253.98
351,216889.89,-8.685,5.1604,76.94,76.94,1.03,1.03,75.91,75.91,76.94→1.03 (Δ=75.91),76.94→1.03 (Δ=75.91),65.85,253.98
352,216636.54,-8.084,4.8387,76.47,76.47,1.5,1.5,74.97,74.97,76.47→1.50 (Δ=74.97),76.47→1.50 (Δ=74.97),65.85,253.98
353,216216.29,-8.1567,5.0266,77.82,77.82,0.15,0.15,77.67,77.67,77.82→0.15 (Δ=77.67),77.82→0.15 (Δ=77.67),65.85,253.98
354,215703.86,-7.6813,4.5048,77.75,77.75,0.22,0.22,77.54,77.54,77.75→0.22 (Δ=77.54),77.75→0.22 (Δ=77.54),65.85,253.98
355,215164.56,-6.4429,4.4045,77.12,77.12,0.85,0.85,76.27,76.27,77.12→0.85 (Δ=76.27),77.12→0.85 (Δ=76.27),65.85,253.98
356,214076.93,-5.6852,4.2542,78.81,78.81,0.85,0.85,77.97,77.97,78.81→0.85 (Δ=77.97),78.81→0.85 (Δ=77.97),65.85,253.98
357,213366.51,-5.1325,4.3985,76.86,76.86,1.11,1.11,75.76,75.76,76.86→1.11 (Δ=75.76),76.86→1.11 (Δ=75.76),65.85,253.98
358,212475.67,-5.3598,4.6292,76.42,76.42,1.55,1.55,74.87,74.87,76.42→1.55 (Δ=74.87),76.42→1.55 (Δ=74.87),65.85,253.98
359,212335.1,-5.6905,4.2833,77.63,77.63,0.34,0.34,77.29,77.29,77.63→0.34 (Δ=77.29),77.63→0.34 (Δ=77.29),65.85,253.98
360,210442.52,-5.7451,4.6303,77.65,77.65,0.32,0.32,77.32,77.32,77.65→0.32 (Δ=77.32),77.65→0.32 (Δ=77.32),65.85,253.98
361,210875.99,-6.8067,4.4597,77.41,77.41,0.55,0.55,76.86,76.86,77.41→0.55 (Δ=76.86),77.41→0.55 (Δ=76.86),65.85,253.98
362,210566.18,-6.2994,4.2085,76.04,76.04,1.93,1.93,74.11,74.11,76.04→1.93 (Δ=74.11),76.04→1.93 (Δ=74.11),65.85,253.98
